Time;channel_11;channel_12;channel_13;channel_14;channel_15;channel_16;channel_17;channel_18;channel_19;channel_20;channel_21;channel_22;channel_23;channel_24;channel_25;channel_26
2016-08-08T17:51:02.202Z;-69;-90;-94;-92;-95;-101;-95;-96;-94;-100;-100;-99;-98;-101;-100;-98
2016-08-08T17:51:04.850Z;-65;-83;-86;-92;-96;-90;-92;-95;-98;-102;-97;-98;-95;-98;-101;-99
2016-08-08T17:51:07.499Z;-68;-92;-92;-87;-94;-98;-84;-90;-96;-99;-99;-97;-99;-100;-100;-98
2016-08-08T17:51:10.148Z;-73;-82;-81;-93;-95;-96;-93;-98;-98;-98;-97;-99;-93;-99;-99;-99
2016-08-08T17:51:12.796Z;-68;-89;-84;-90;-99;-98;-91;-98;-100;-102;-100;-98;-95;-97;-101;-101
2016-08-08T17:51:15.444Z;-79;-90;-96;-95;-97;-101;-96;-94;-91;-101;-95;-97;-96;-99;-98;-99
2016-08-08T17:51:18.093Z;-70;-78;-84;-89;-93;-96;-97;-95;-89;-97;-92;-97;-97;-98;-101;-101
2016-08-08T17:51:20.741Z;-70;-92;-84;-82;-97;-90;-85;-97;-97;-99;-97;-96;-95;-100;-101;-101
2016-08-08T17:51:23.390Z;-73;-98;-94;-96;-94;-99;-97;-98;-86;-98;-98;-100;-98;-96;-99;-98
2016-08-08T17:51:26.039Z;-71;-86;-88;-91;-97;-98;-95;-97;-96;-101;-99;-96;-97;-97;-100;-100
2016-08-08T17:51:28.687Z;-71;-87;-70;-88;-89;-98;-94;-82;-98;-100;-97;-96;-95;-96;-100;-100
2016-08-08T17:51:31.335Z;-74;-85;-89;-93;-93;-92;-89;-99;-97;-99;-95;-94;-99;-100;-100;-93
2016-08-08T17:51:33.984Z;-70;-82;-85;-93;-98;-94;-97;-99;-98;-101;-89;-96;-92;-97;-102;-100
2016-08-08T17:51:36.632Z;-74;-86;-90;-90;-86;-95;-95;-91;-96;-101;-96;-93;-92;-95;-100;-97
2016-08-08T17:51:39.280Z;-76;-75;-56;-80;-87;-97;-99;-97;-98;-100;-97;-96;-99;-99;-101;-95
2016-08-08T17:51:41.930Z;-81;-100;-91;-97;-97;-86;-95;-98;-96;-101;-98;-94;-94;-100;-101;-95
2016-08-08T17:51:44.577Z;-73;-65;-79;-93;-92;-93;-98;-99;-88;-99;-98;-98;-95;-98;-99;-97
2016-08-08T17:51:47.226Z;-66;-90;-90;-87;-95;-99;-97;-97;-97;-101;-98;-99;-97;-98;-101;-100
2016-08-08T17:51:49.875Z;-66;-83;-80;-92;-96;-93;-94;-99;-95;-102;-100;-96;-94;-100;-99;-97
2016-08-08T17:51:52.523Z;-74;-94;-91;-87;-92;-96;-99;-97;-97;-101;-99;-97;-97;-96;-100;-96
2016-08-08T17:51:55.172Z;-69;-94;-89;-97;-92;-87;-99;-99;-95;-99;-97;-92;-94;-100;-99;-97
2016-08-08T17:51:57.820Z;-73;-88;-78;-100;-99;-86;-93;-99;-89;-100;-90;-97;-94;-98;-101;-100
2016-08-08T17:52:00.469Z;-71;-84;-80;-79;-91;-97;-93;-98;-97;-101;-98;-95;-99;-98;-100;-100
2016-08-08T17:52:03.117Z;-71;-88;-85;-95;-94;-96;-97;-93;-98;-101;-94;-98;-96;-97;-100;-97
2016-08-08T17:52:05.766Z;-73;-80;-82;-92;-94;-97;-92;-87;-88;-99;-94;-89;-86;-91;-101;-100
2016-08-08T17:52:08.414Z;-74;-93;-93;-96;-97;-93;-93;-95;-90;-99;-92;-92;-91;-92;-100;-100
2016-08-08T17:52:11.062Z;-71;-87;-82;-92;-95;-94;-98;-100;-97;-101;-98;-94;-96;-98;-101;-98
2016-08-08T17:52:13.712Z;-71;-61;-67;-88;-94;-99;-93;-92;-94;-101;-100;-98;-98;-95;-101;-95
2016-08-08T17:52:16.360Z;-67;-74;-76;-90;-90;-93;-96;-82;-89;-99;-96;-96;-97;-101;-101;-95
2016-08-08T17:52:19.009Z;-64;-81;-90;-87;-96;-89;-98;-98;-93;-101;-98;-91;-98;-100;-101;-99
2016-08-08T17:52:21.656Z;-70;-83;-84;-95;-98;-93;-98;-91;-95;-101;-94;-95;-95;-96;-101;-99
2016-08-08T17:52:24.306Z;-71;-92;-88;-88;-99;-98;-93;-100;-99;-100;-95;-99;-99;-99;-100;-94
2016-08-08T17:52:26.954Z;-75;-67;-84;-95;-93;-93;-90;-97;-96;-101;-97;-98;-99;-100;-101;-99
2016-08-08T17:52:29.602Z;-75;-88;-78;-90;-95;-99;-101;-100;-93;-100;-97;-96;-98;-98;-100;-99
2016-08-08T17:52:32.250Z;-76;-89;-90;-90;-96;-96;-98;-100;-95;-100;-99;-95;-97;-101;-101;-99
2016-08-08T17:52:34.900Z;-70;-84;-84;-91;-93;-96;-91;-100;-94;-101;-100;-97;-96;-97;-101;-99
2016-08-08T17:52:37.548Z;-74;-84;-91;-91;-97;-97;-94;-97;-92;-101;-99;-100;-98;-99;-98;-98
2016-08-08T17:52:40.200Z;-70;-80;-75;-87;-92;-98;-96;-95;-97;-100;-98;-99;-99;-101;-100;-100
2016-08-08T17:52:42.846Z;-73;-79;-73;-89;-97;-94;-94;-91;-94;-99;-98;-95;-95;-98;-101;-96
2016-08-08T17:52:45.494Z;-68;-93;-69;-93;-95;-100;-80;-89;-91;-99;-100;-102;-94;-96;-101;-96
2016-08-08T17:52:48.142Z;-85;-76;-89;-90;-94;-97;-91;-97;-94;-97;-98;-98;-98;-99;-101;-101
2016-08-08T17:52:50.790Z;-66;-76;-77;-94;-98;-95;-95;-95;-94;-100;-98;-100;-97;-97;-100;-97
2016-08-08T17:52:53.438Z;-71;-69;-61;-90;-95;-83;-83;-89;-87;-97;-98;-96;-94;-99;-101;-100
2016-08-08T17:52:56.086Z;-78;-98;-82;-96;-84;-85;-96;-99;-95;-101;-90;-85;-91;-98;-99;-100
2016-08-08T17:52:58.736Z;-74;-98;-94;-89;-98;-95;-96;-90;-99;-100;-97;-100;-98;-95;-101;-98
2016-08-08T17:53:01.384Z;-71;-76;-55;-84;-93;-96;-95;-95;-99;-98;-99;-99;-99;-100;-99;-100
2016-08-08T17:53:04.032Z;-69;-97;-85;-89;-92;-92;-91;-94;-101;-98;-98;-99;-96;-96;-100;-99
2016-08-08T17:53:06.681Z;-69;-95;-97;-89;-90;-94;-98;-96;-97;-100;-95;-96;-95;-97;-100;-98
2016-08-08T17:53:09.329Z;-66;-93;-85;-91;-97;-97;-94;-97;-96;-97;-98;-101;-90;-99;-98;-99
2016-08-08T17:53:11.978Z;-68;-79;-87;-90;-96;-79;-84;-100;-100;-101;-100;-100;-96;-98;-98;-98
2016-08-08T17:53:14.627Z;-67;-81;-85;-92;-91;-87;-81;-84;-86;-97;-94;-96;-97;-101;-100;-92
2016-08-08T17:53:17.274Z;-71;-71;-86;-91;-90;-92;-80;-83;-86;-101;-99;-92;-92;-100;-99;-97
2016-08-08T17:53:19.923Z;-72;-81;-80;-97;-86;-83;-75;-77;-90;-100;-98;-98;-91;-97;-98;-97
2016-08-08T17:53:22.572Z;-70;-80;-80;-91;-95;-100;-96;-94;-98;-102;-101;-100;-99;-96;-99;-96
2016-08-08T17:53:25.220Z;-71;-92;-92;-93;-90;-95;-91;-97;-100;-101;-98;-98;-90;-97;-100;-100
2016-08-08T17:53:27.868Z;-72;-85;-96;-83;-93;-98;-89;-89;-94;-101;-98;-100;-91;-101;-102;-100
2016-08-08T17:53:30.517Z;-71;-91;-99;-96;-96;-98;-96;-96;-95;-102;-97;-88;-96;-95;-99;-95
2016-08-08T17:53:33.165Z;-72;-89;-78;-94;-94;-95;-92;-91;-96;-100;-96;-98;-90;-93;-99;-95
2016-08-08T17:53:35.813Z;-71;-80;-89;-89;-91;-94;-90;-90;-100;-102;-100;-97;-93;-96;-98;-97
2016-08-08T17:53:38.463Z;-80;-94;-92;-94;-96;-94;-99;-95;-91;-100;-100;-98;-95;-101;-99;-98
2016-08-08T17:53:41.111Z;-71;-61;-94;-96;-95;-89;-96;-99;-99;-102;-97;-91;-92;-100;-100;-100
2016-08-08T17:53:43.760Z;-75;-76;-72;-85;-98;-97;-86;-92;-100;-101;-100;-96;-98;-99;-100;-98
2016-08-08T17:53:46.408Z;-78;-92;-90;-88;-94;-96;-82;-92;-99;-98;-93;-100;-96;-99;-97;-96
2016-08-08T17:53:49.057Z;-68;-82;-90;-90;-93;-94;-91;-99;-101;-102;-97;-99;-98;-101;-97;-101
2016-08-08T17:53:51.705Z;-78;-95;-78;-95;-97;-100;-101;-95;-96;-102;-97;-98;-97;-99;-99;-98
2016-08-08T17:53:54.353Z;-68;-54;-89;-98;-97;-97;-100;-99;-95;-100;-96;-94;-95;-98;-100;-99
2016-08-08T17:53:57.002Z;-74;-95;-90;-92;-98;-88;-86;-90;-100;-101;-99;-93;-94;-96;-101;-96
2016-08-08T17:53:59.650Z;-76;-93;-72;-92;-96;-99;-97;-100;-94;-100;-98;-93;-96;-100;-100;-99
2016-08-08T17:54:02.298Z;-73;-84;-87;-92;-92;-99;-94;-97;-99;-102;-98;-95;-99;-100;-101;-96
2016-08-08T17:54:04.947Z;-79;-85;-95;-94;-90;-99;-93;-96;-100;-102;-93;-95;-97;-98;-99;-98
2016-08-08T17:54:07.595Z;-68;-91;-96;-97;-90;-90;-90;-90;-97;-98;-99;-98;-94;-97;-100;-98
2016-08-08T17:54:10.243Z;-71;-97;-93;-93;-97;-96;-98;-95;-95;-99;-96;-98;-95;-97;-99;-96
2016-08-08T17:54:12.892Z;-70;-99;-94;-93;-96;-100;-98;-84;-98;-101;-98;-96;-93;-102;-101;-98
2016-08-08T17:54:15.541Z;-70;-81;-89;-84;-92;-97;-97;-94;-97;-100;-97;-97;-96;-98;-101;-98
2016-08-08T17:54:18.189Z;-71;-93;-92;-100;-96;-87;-85;-99;-93;-98;-98;-94;-92;-97;-96;-99
2016-08-08T17:54:20.838Z;-69;-98;-92;-95;-100;-99;-99;-97;-100;-100;-101;-98;-91;-90;-100;-97
2016-08-08T17:54:23.486Z;-70;-87;-81;-93;-97;-98;-96;-98;-101;-98;-97;-98;-97;-95;-100;-95
2016-08-08T17:54:26.134Z;-72;-89;-81;-89;-97;-96;-86;-97;-98;-101;-100;-93;-96;-102;-99;-96
2016-08-08T17:54:28.783Z;-71;-52;-71;-96;-95;-101;-100;-94;-93;-102;-94;-95;-94;-99;-101;-98
2016-08-08T17:54:31.432Z;-72;-91;-89;-92;-96;-96;-98;-100;-98;-98;-98;-91;-95;-100;-100;-100
2016-08-08T17:54:34.081Z;-70;-80;-84;-88;-95;-97;-90;-100;-99;-101;-99;-98;-98;-98;-96;-98
2016-08-08T17:54:36.729Z;-71;-85;-88;-81;-91;-98;-98;-97;-93;-100;-100;-96;-95;-97;-98;-100
2016-08-08T17:54:39.376Z;-73;-88;-93;-95;-94;-94;-97;-96;-96;-101;-95;-99;-95;-98;-100;-99
2016-08-08T17:54:42.026Z;-72;-93;-85;-98;-96;-98;-90;-94;-92;-100;-99;-96;-98;-99;-101;-101
2016-08-08T17:54:44.673Z;-72;-74;-81;-91;-96;-76;-95;-92;-91;-99;-101;-99;-93;-101;-101;-95
2016-08-08T17:54:47.322Z;-65;-89;-89;-87;-96;-89;-80;-72;-85;-96;-96;-94;-97;-97;-98;-95
2016-08-08T17:54:49.970Z;-64;-53;-69;-91;-92;-78;-83;-76;-88;-102;-99;-97;-97;-98;-96;-99
2016-08-08T17:54:52.619Z;-66;-86;-80;-88;-96;-96;-100;-99;-96;-98;-97;-95;-97;-97;-99;-96
2016-08-08T17:54:55.267Z;-70;-90;-92;-96;-95;-89;-95;-84;-90;-98;-99;-91;-92;-99;-100;-96
2016-08-08T17:54:57.916Z;-68;-76;-83;-81;-94;-98;-99;-80;-86;-100;-93;-91;-97;-97;-99;-100
2016-08-08T17:55:00.564Z;-71;-98;-92;-97;-95;-97;-94;-100;-99;-98;-99;-98;-98;-99;-96;-97
2016-08-08T17:55:03.214Z;-73;-79;-92;-81;-89;-71;-86;-96;-94;-101;-99;-98;-94;-101;-99;-99
2016-08-08T17:55:05.861Z;-66;-91;-87;-97;-88;-98;-85;-96;-85;-98;-100;-94;-94;-96;-100;-99
2016-08-08T17:55:08.510Z;-71;-78;-77;-93;-93;-97;-95;-100;-100;-100;-99;-99;-92;-96;-100;-97
2016-08-08T17:55:11.158Z;-68;-59;-62;-86;-91;-98;-96;-98;-96;-102;-100;-97;-92;-96;-101;-93
2016-08-08T17:55:13.806Z;-70;-93;-84;-97;-95;-95;-98;-94;-94;-102;-97;-96;-98;-98;-98;-98
2016-08-08T17:55:16.455Z;-72;-95;-86;-91;-92;-96;-97;-93;-101;-102;-92;-96;-98;-100;-100;-99
2016-08-08T17:55:19.104Z;-67;-96;-88;-81;-97;-98;-95;-94;-101;-102;-97;-94;-96;-96;-96;-99
2016-08-08T17:55:21.751Z;-73;-92;-91;-96;-96;-97;-98;-100;-94;-97;-100;-100;-94;-99;-100;-100
2016-08-08T17:55:24.401Z;-69;-96;-90;-94;-96;-94;-83;-95;-102;-103;-98;-97;-99;-101;-100;-99
2016-08-08T17:55:27.049Z;-68;-88;-97;-93;-96;-100;-97;-88;-93;-97;-94;-93;-94;-96;-100;-99
2016-08-08T17:55:29.697Z;-68;-88;-89;-93;-95;-95;-99;-101;-99;-98;-101;-94;-99;-99;-101;-100
2016-08-08T17:55:32.345Z;-73;-53;-89;-98;-99;-85;-88;-94;-94;-98;-98;-100;-98;-97;-102;-95
2016-08-08T17:55:34.994Z;-75;-95;-95;-95;-98;-100;-93;-91;-97;-100;-96;-100;-97;-97;-101;-98
2016-08-08T17:55:37.642Z;-67;-100;-80;-93;-89;-96;-98;-97;-99;-98;-94;-90;-94;-96;-99;-98
2016-08-08T17:55:40.291Z;-80;-91;-95;-94;-94;-93;-91;-90;-98;-101;-97;-98;-98;-96;-102;-101
2016-08-08T17:55:42.939Z;-72;-93;-93;-88;-93;-96;-98;-81;-92;-99;-99;-91;-92;-95;-100;-100
2016-08-08T17:55:45.588Z;-70;-92;-99;-93;-92;-98;-96;-98;-100;-97;-97;-99;-95;-95;-100;-96
2016-08-08T17:55:48.236Z;-69;-93;-91;-97;-87;-91;-80;-98;-100;-97;-96;-92;-94;-99;-101;-100
2016-08-08T17:55:50.886Z;-69;-97;-89;-89;-95;-101;-98;-88;-98;-101;-98;-99;-95;-98;-100;-94
2016-08-08T17:55:53.533Z;-68;-60;-82;-89;-93;-95;-95;-96;-97;-99;-99;-95;-98;-98;-101;-101
2016-08-08T17:55:56.181Z;-68;-94;-76;-89;-90;-91;-86;-101;-97;-100;-98;-94;-95;-98;-101;-98
2016-08-08T17:55:58.829Z;-69;-92;-93;-96;-98;-96;-91;-96;-97;-100;-99;-98;-100;-98;-101;-100
2016-08-08T17:56:01.487Z;-68;-95;-94;-82;-95;-94;-95;-91;-95;-96;-96;-100;-98;-100;-98;-97
2016-08-08T17:56:04.127Z;-69;-92;-93;-89;-93;-101;-96;-97;-96;-100;-94;-95;-97;-97;-98;-100
2016-08-08T17:56:06.775Z;-69;-93;-89;-92;-93;-92;-85;-86;-91;-102;-100;-96;-90;-100;-101;-95
2016-08-08T17:56:09.424Z;-69;-92;-86;-97;-98;-88;-99;-97;-98;-101;-99;-99;-98;-98;-101;-100
2016-08-08T17:56:12.072Z;-69;-94;-94;-97;-96;-100;-94;-91;-101;-102;-95;-94;-98;-100;-100;-99
2016-08-08T17:56:14.720Z;-68;-57;-56;-90;-93;-99;-92;-95;-98;-94;-90;-90;-96;-101;-99;-97
2016-08-08T17:56:17.368Z;-69;-87;-84;-98;-92;-95;-91;-95;-98;-97;-89;-91;-89;-99;-99;-99
2016-08-08T17:56:20.017Z;-68;-97;-98;-95;-99;-97;-84;-90;-97;-100;-98;-90;-92;-99;-99;-99
2016-08-08T17:56:22.665Z;-69;-95;-93;-95;-91;-91;-89;-100;-94;-99;-98;-90;-92;-97;-102;-98
2016-08-08T17:56:25.314Z;-69;-90;-93;-89;-101;-91;-96;-95;-99;-99;-99;-97;-96;-90;-101;-99
2016-08-08T17:56:27.962Z;-68;-93;-98;-94;-96;-98;-92;-94;-97;-99;-97;-98;-99;-99;-98;-100
2016-08-08T17:56:30.610Z;-69;-96;-92;-89;-98;-88;-96;-100;-98;-97;-97;-94;-98;-95;-101;-100
2016-08-08T17:56:33.259Z;-69;-96;-96;-85;-82;-95;-86;-101;-100;-100;-96;-99;-96;-95;-101;-100
2016-08-08T17:56:35.908Z;-69;-61;-54;-93;-99;-98;-99;-100;-96;-101;-97;-96;-93;-95;-97;-99
2016-08-08T17:56:38.556Z;-70;-96;-93;-94;-94;-101;-97;-90;-99;-101;-86;-85;-86;-89;-101;-97
2016-08-08T17:56:41.205Z;-69;-91;-95;-98;-94;-96;-91;-95;-100;-101;-89;-86;-92;-86;-97;-99
2016-08-08T17:56:43.853Z;-68;-96;-96;-92;-93;-95;-95;-100;-96;-99;-96;-93;-95;-95;-100;-96
2016-08-08T17:56:46.501Z;-69;-96;-83;-94;-95;-94;-89;-99;-100;-102;-86;-83;-79;-88;-98;-98
2016-08-08T17:56:49.149Z;-68;-93;-91;-94;-98;-98;-96;-78;-97;-95;-97;-98;-98;-95;-99;-96
2016-08-08T17:56:51.798Z;-69;-94;-99;-97;-91;-98;-99;-94;-95;-97;-97;-95;-98;-96;-101;-100
2016-08-08T17:56:54.447Z;-69;-94;-91;-95;-96;-92;-87;-86;-95;-100;-100;-96;-94;-98;-102;-99
2016-08-08T17:56:57.095Z;-70;-91;-70;-81;-93;-86;-88;-91;-86;-100;-99;-97;-94;-98;-100;-98
2016-08-08T17:56:59.743Z;-69;-92;-96;-93;-97;-85;-79;-92;-94;-98;-91;-86;-98;-99;-97;-100
2016-08-08T17:57:02.392Z;-69;-95;-91;-89;-97;-89;-86;-78;-82;-101;-98;-99;-94;-97;-100;-98
2016-08-08T17:57:05.040Z;-68;-93;-87;-95;-95;-89;-94;-82;-91;-97;-99;-96;-95;-100;-100;-99
2016-08-08T17:57:07.689Z;-68;-93;-87;-95;-96;-96;-97;-101;-101;-101;-97;-99;-95;-94;-99;-99
2016-08-08T17:57:10.337Z;-67;-92;-91;-97;-94;-95;-93;-99;-100;-102;-101;-98;-98;-99;-102;-98
2016-08-08T17:57:12.987Z;-69;-98;-93;-93;-86;-93;-98;-95;-98;-100;-95;-95;-96;-100;-101;-97
2016-08-08T17:57:15.634Z;-68;-90;-94;-90;-93;-99;-99;-101;-100;-98;-96;-99;-99;-100;-99;-100
2016-08-08T17:57:18.282Z;-69;-93;-94;-81;-88;-92;-92;-96;-98;-101;-99;-95;-96;-100;-98;-96
2016-08-08T17:57:20.931Z;-67;-95;-93;-94;-97;-99;-97;-99;-93;-99;-100;-100;-97;-97;-100;-98
2016-08-08T17:57:23.580Z;-67;-92;-86;-91;-90;-97;-89;-86;-96;-102;-98;-95;-100;-99;-101;-99
2016-08-08T17:57:26.228Z;-67;-84;-83;-93;-96;-90;-92;-87;-84;-98;-96;-95;-96;-95;-100;-98
2016-08-08T17:57:28.876Z;-69;-90;-93;-92;-93;-93;-97;-100;-97;-99;-97;-97;-95;-100;-102;-99
2016-08-08T17:57:31.525Z;-68;-64;-71;-90;-96;-96;-90;-98;-100;-100;-98;-98;-98;-97;-101;-96
2016-08-08T17:57:34.173Z;-69;-76;-84;-96;-91;-99;-97;-93;-92;-99;-96;-89;-93;-96;-101;-99
2016-08-08T17:57:36.822Z;-68;-93;-93;-93;-95;-93;-95;-93;-95;-101;-100;-98;-94;-99;-100;-99
2016-08-08T17:57:39.470Z;-69;-92;-80;-81;-90;-97;-92;-89;-93;-101;-99;-96;-96;-99;-98;-99
2016-08-08T17:57:42.118Z;-69;-90;-89;-91;-98;-98;-91;-90;-99;-96;-98;-98;-93;-99;-99;-96
2016-08-08T17:57:44.766Z;-70;-87;-78;-85;-84;-80;-97;-98;-99;-98;-96;-99;-98;-94;-101;-98
2016-08-08T17:57:47.415Z;-70;-73;-86;-91;-97;-92;-82;-90;-94;-101;-100;-98;-95;-97;-101;-98
2016-08-08T17:57:50.063Z;-72;-87;-85;-91;-92;-101;-98;-82;-98;-96;-96;-97;-99;-101;-101;-99
2016-08-08T17:57:52.711Z;-68;-68;-71;-92;-95;-89;-90;-99;-96;-98;-95;-93;-98;-99;-99;-96
2016-08-08T17:57:55.361Z;-70;-85;-81;-90;-95;-94;-94;-99;-93;-101;-99;-96;-93;-101;-100;-96
2016-08-08T17:57:58.009Z;-70;-87;-89;-92;-88;-96;-90;-95;-96;-98;-100;-99;-97;-98;-99;-98
2016-08-08T17:58:00.657Z;-70;-89;-85;-83;-91;-92;-87;-97;-98;-101;-98;-98;-97;-98;-98;-100
2016-08-08T17:58:03.306Z;-69;-94;-93;-93;-93;-98;-92;-95;-94;-102;-97;-98;-93;-97;-100;-100
2016-08-08T17:58:05.954Z;-71;-93;-86;-88;-94;-93;-97;-95;-95;-96;-98;-95;-94;-99;-101;-96
2016-08-08T17:58:08.602Z;-68;-93;-86;-94;-91;-92;-98;-96;-98;-96;-97;-97;-97;-95;-93;-99
2016-08-08T17:58:11.251Z;-79;-88;-92;-95;-98;-100;-88;-83;-95;-97;-100;-98;-96;-97;-98;-95
2016-08-08T17:58:13.899Z;-71;-56;-71;-92;-94;-101;-94;-93;-97;-99;-97;-98;-98;-100;-99;-101
2016-08-08T17:58:16.547Z;-70;-86;-90;-99;-93;-93;-98;-100;-100;-101;-96;-94;-94;-99;-101;-97
2016-08-08T17:58:19.195Z;-70;-68;-92;-94;-95;-98;-97;-89;-94;-99;-97;-99;-92;-96;-100;-97
2016-08-08T17:58:21.845Z;-72;-97;-86;-85;-89;-97;-97;-97;-98;-99;-95;-97;-94;-96;-98;-98
2016-08-08T17:58:24.493Z;-75;-96;-98;-95;-98;-95;-91;-94;-93;-100;-98;-90;-96;-91;-96;-96
2016-08-08T17:58:27.141Z;-74;-91;-90;-95;-96;-98;-100;-95;-96;-101;-96;-98;-98;-97;-96;-97
2016-08-08T17:58:29.790Z;-72;-92;-93;-92;-84;-84;-95;-89;-100;-101;-95;-97;-95;-97;-100;-99
2016-08-08T17:58:32.438Z;-73;-97;-94;-94;-91;-94;-96;-96;-100;-101;-98;-96;-95;-96;-100;-97
2016-08-08T17:58:35.087Z;-66;-68;-87;-91;-94;-96;-91;-90;-94;-99;-96;-96;-93;-98;-98;-100
2016-08-08T17:58:37.735Z;-71;-93;-92;-95;-97;-101;-100;-95;-100;-99;-97;-95;-96;-96;-97;-100
2016-08-08T17:58:40.383Z;-70;-97;-73;-91;-96;-88;-93;-91;-98;-101;-100;-97;-97;-98;-102;-98
2016-08-08T17:58:43.033Z;-69;-94;-88;-91;-93;-97;-98;-78;-92;-100;-101;-94;-94;-98;-100;-99
2016-08-08T17:58:45.680Z;-66;-95;-91;-96;-96;-91;-96;-97;-100;-102;-100;-96;-98;-96;-101;-98
2016-08-08T17:58:48.328Z;-64;-98;-97;-96;-95;-98;-95;-87;-96;-101;-88;-88;-90;-90;-99;-100
2016-08-08T17:58:50.977Z;-67;-90;-93;-92;-94;-97;-92;-82;-93;-96;-85;-91;-89;-91;-98;-101
2016-08-08T17:58:53.625Z;-72;-89;-85;-94;-96;-90;-97;-96;-101;-98;-83;-88;-88;-93;-97;-100
2016-08-08T17:58:56.274Z;-69;-78;-60;-78;-91;-99;-96;-99;-98;-101;-90;-95;-92;-95;-101;-99
2016-08-08T17:58:58.922Z;-68;-87;-96;-92;-76;-88;-90;-99;-100;-97;-97;-97;-96;-96;-98;-98
2016-08-08T17:59:01.571Z;-70;-88;-74;-93;-99;-98;-90;-92;-101;-101;-95;-86;-94;-99;-101;-99
2016-08-08T17:59:04.219Z;-71;-93;-84;-99;-97;-95;-94;-84;-93;-100;-93;-89;-89;-89;-101;-99
2016-08-08T17:59:06.867Z;-69;-95;-83;-94;-95;-91;-93;-92;-98;-98;-98;-94;-87;-94;-96;-99
2016-08-08T17:59:09.515Z;-67;-77;-88;-99;-96;-93;-95;-87;-97;-101;-97;-93;-86;-96;-99;-99
2016-08-08T17:59:12.164Z;-71;-94;-96;-89;-82;-90;-97;-93;-94;-95;-99;-93;-93;-101;-100;-97
2016-08-08T17:59:14.812Z;-71;-89;-85;-81;-91;-96;-100;-99;-98;-98;-96;-95;-98;-99;-100;-97
2016-08-08T17:59:17.461Z;-71;-91;-58;-83;-94;-98;-89;-97;-99;-102;-98;-98;-91;-98;-98;-91
2016-08-08T17:59:20.109Z;-70;-96;-92;-76;-93;-90;-98;-99;-91;-98;-97;-101;-97;-95;-95;-97
2016-08-08T17:59:22.757Z;-69;-94;-93;-94;-94;-97;-97;-91;-97;-98;-100;-96;-97;-99;-100;-97
2016-08-08T17:59:25.406Z;-69;-88;-96;-96;-98;-95;-93;-92;-100;-102;-100;-97;-98;-95;-98;-99
2016-08-08T17:59:28.054Z;-69;-92;-93;-94;-95;-96;-94;-98;-98;-97;-93;-89;-99;-98;-101;-97
2016-08-08T17:59:30.703Z;-68;-68;-96;-96;-90;-94;-97;-101;-100;-102;-94;-84;-83;-96;-100;-99
2016-08-08T17:59:33.351Z;-69;-84;-93;-100;-99;-94;-88;-93;-98;-101;-94;-83;-91;-94;-98;-97
2016-08-08T17:59:35.999Z;-69;-92;-84;-89;-98;-99;-97;-95;-96;-94;-90;-82;-83;-99;-97;-101
