Time;channel_11;channel_12;channel_13;channel_14;channel_15;channel_16;channel_17;channel_18;channel_19;channel_20;channel_21;channel_22;channel_23;channel_24;channel_25;channel_26
2016-08-08T17:59:38.648Z;-67;-93;-84;-82;-91;-94;-88;-95;-98;-101;-96;-84;-86;-92;-100;-99
2016-08-08T17:59:41.296Z;-74;-94;-88;-97;-98;-92;-99;-98;-92;-101;-100;-95;-94;-93;-99;-99
2016-08-08T17:59:43.945Z;-66;-96;-91;-99;-92;-94;-93;-98;-96;-96;-96;-92;-88;-95;-100;-99
2016-08-08T17:59:46.593Z;-68;-88;-77;-98;-94;-96;-84;-96;-98;-98;-92;-88;-96;-100;-98;-96
2016-08-08T17:59:49.242Z;-69;-83;-90;-94;-95;-92;-100;-93;-94;-99;-90;-86;-86;-94;-100;-94
2016-08-08T17:59:51.890Z;-70;-89;-87;-87;-85;-97;-90;-95;-98;-100;-99;-97;-99;-99;-93;-97
2016-08-08T17:59:54.538Z;-69;-95;-97;-93;-95;-97;-95;-96;-101;-101;-98;-95;-88;-97;-99;-99
2016-08-08T17:59:57.188Z;-70;-91;-93;-95;-91;-91;-81;-91;-94;-98;-100;-99;-98;-94;-98;-99
2016-08-08T17:59:59.835Z;-70;-91;-92;-85;-87;-94;-93;-98;-97;-100;-96;-97;-94;-99;-100;-99
2016-08-08T18:00:02.483Z;-70;-97;-92;-96;-97;-98;-98;-100;-100;-99;-96;-97;-98;-96;-99;-95
2016-08-08T18:00:05.131Z;-70;-96;-80;-91;-99;-90;-92;-88;-99;-98;-88;-86;-82;-84;-99;-93
2016-08-08T18:00:07.781Z;-65;-94;-91;-98;-94;-94;-90;-87;-95;-100;-95;-96;-96;-96;-99;-100
2016-08-08T18:00:10.429Z;-67;-91;-90;-93;-98;-98;-91;-95;-100;-102;-101;-99;-99;-96;-98;-97
2016-08-08T18:00:13.078Z;-67;-95;-59;-83;-89;-94;-98;-99;-100;-99;-95;-102;-98;-98;-101;-101
2016-08-08T18:00:15.726Z;-68;-91;-93;-95;-94;-91;-96;-100;-95;-98;-100;-92;-95;-98;-101;-100
2016-08-08T18:00:18.374Z;-68;-84;-92;-97;-95;-92;-99;-95;-97;-101;-101;-95;-95;-97;-97;-100
2016-08-08T18:00:21.028Z;-70;-89;-89;-92;-93;-93;-95;-95;-98;-96;-98;-97;-98;-97;-98;-97
2016-08-08T18:00:23.671Z;-72;-90;-81;-91;-98;-95;-95;-92;-100;-99;-101;-98;-96;-100;-96;-99
2016-08-08T18:00:26.319Z;-73;-87;-75;-95;-96;-98;-99;-96;-92;-100;-97;-101;-99;-99;-100;-98
2016-08-08T18:00:28.968Z;-74;-94;-91;-89;-94;-91;-86;-95;-99;-100;-95;-96;-95;-97;-100;-99
2016-08-08T18:00:31.632Z;-71;-90;-89;-93;-91;-98;-98;-100;-96;-97;-100;-97;-96;-97;-101;-99
2016-08-08T18:00:34.280Z;-73;-54;-57;-86;-95;-93;-94;-94;-98;-98;-96;-98;-100;-100;-98;-98
2016-08-08T18:00:36.928Z;-69;-96;-87;-88;-90;-97;-91;-86;-96;-98;-97;-95;-97;-100;-93;-95
2016-08-08T18:00:39.577Z;-75;-83;-68;-97;-95;-91;-91;-93;-100;-101;-99;-97;-97;-95;-101;-101
2016-08-08T18:00:42.225Z;-72;-94;-88;-85;-95;-97;-99;-101;-98;-100;-101;-96;-86;-97;-101;-99
2016-08-08T18:00:44.873Z;-73;-91;-90;-94;-89;-91;-90;-95;-94;-99;-96;-93;-96;-96;-99;-97
2016-08-08T18:00:47.522Z;-74;-89;-94;-95;-96;-91;-100;-91;-99;-102;-95;-99;-93;-98;-100;-99
2016-08-08T18:00:50.170Z;-73;-93;-87;-87;-95;-96;-91;-94;-95;-101;-96;-99;-97;-98;-98;-99
2016-08-08T18:00:52.819Z;-69;-94;-75;-92;-91;-91;-91;-92;-92;-101;-100;-93;-96;-97;-100;-97
2016-08-08T18:00:55.467Z;-70;-57;-68;-93;-89;-94;-91;-90;-97;-102;-99;-99;-94;-95;-101;-99
2016-08-08T18:00:58.116Z;-70;-90;-91;-91;-98;-100;-92;-89;-92;-98;-96;-88;-96;-99;-101;-100
2016-08-08T18:01:00.764Z;-76;-81;-84;-90;-95;-97;-98;-97;-100;-101;-97;-97;-96;-101;-101;-96
2016-08-08T18:01:03.417Z;-73;-94;-94;-92;-92;-94;-94;-95;-94;-101;-94;-90;-95;-98;-98;-100
2016-08-08T18:01:06.061Z;-75;-85;-89;-94;-92;-98;-95;-88;-100;-99;-98;-99;-97;-98;-98;-98
2016-08-08T18:01:08.709Z;-73;-96;-99;-94;-97;-93;-84;-94;-99;-99;-97;-98;-90;-96;-95;-98
2016-08-08T18:01:11.357Z;-78;-93;-91;-97;-98;-99;-87;-93;-98;-101;-94;-94;-98;-98;-98;-96
2016-08-08T18:01:14.007Z;-76;-95;-87;-92;-92;-96;-80;-96;-97;-101;-97;-98;-98;-100;-102;-100
2016-08-08T18:01:16.654Z;-70;-52;-84;-95;-93;-97;-90;-91;-97;-101;-95;-94;-96;-97;-99;-96
2016-08-08T18:01:19.303Z;-71;-96;-80;-98;-92;-90;-91;-93;-94;-101;-98;-99;-95;-96;-97;-99
2016-08-08T18:01:21.951Z;-74;-93;-97;-99;-96;-96;-98;-99;-100;-102;-97;-96;-97;-97;-99;-101
2016-08-08T18:01:24.600Z;-73;-92;-95;-93;-93;-101;-91;-95;-98;-102;-100;-97;-96;-97;-98;-100
2016-08-08T18:01:27.248Z;-81;-93;-96;-94;-94;-96;-98;-94;-100;-97;-98;-95;-97;-99;-100;-99
2016-08-08T18:01:29.896Z;-77;-95;-91;-93;-93;-84;-81;-73;-81;-100;-98;-94;-93;-101;-102;-98
2016-08-08T18:01:32.545Z;-75;-93;-85;-98;-99;-82;-76;-86;-83;-95;-99;-100;-100;-97;-100;-94
2016-08-08T18:01:35.193Z;-77;-92;-91;-95;-98;-81;-82;-80;-93;-98;-99;-98;-98;-101;-101;-99
2016-08-08T18:01:37.841Z;-71;-64;-94;-93;-93;-84;-81;-70;-91;-99;-95;-99;-97;-100;-100;-100
2016-08-08T18:01:40.490Z;-76;-94;-95;-98;-96;-94;-97;-97;-98;-101;-100;-95;-98;-97;-99;-101
2016-08-08T18:01:43.138Z;-76;-98;-97;-98;-94;-97;-96;-98;-100;-98;-99;-100;-97;-96;-102;-98
2016-08-08T18:01:45.786Z;-74;-89;-70;-83;-97;-93;-89;-90;-99;-100;-99;-94;-98;-98;-100;-101
2016-08-08T18:01:48.434Z;-75;-96;-97;-97;-92;-100;-100;-95;-93;-102;-97;-99;-96;-94;-98;-98
2016-08-08T18:01:51.083Z;-72;-88;-100;-93;-94;-99;-100;-100;-99;-97;-97;-96;-97;-99;-100;-98
2016-08-08T18:01:53.731Z;-76;-95;-85;-92;-97;-87;-88;-92;-95;-102;-95;-97;-90;-98;-101;-98
2016-08-08T18:01:56.380Z;-70;-89;-91;-83;-100;-96;-89;-93;-99;-96;-99;-94;-96;-96;-100;-100
2016-08-08T18:01:59.029Z;-69;-92;-88;-91;-96;-94;-85;-97;-98;-101;-100;-96;-98;-99;-101;-99
2016-08-08T18:02:01.676Z;-66;-95;-95;-92;-90;-85;-87;-89;-98;-101;-99;-93;-97;-100;-99;-101
2016-08-08T18:02:04.326Z;-70;-92;-77;-95;-96;-95;-94;-98;-99;-100;-98;-95;-98;-100;-100;-97
2016-08-08T18:02:06.974Z;-77;-91;-92;-99;-96;-92;-95;-94;-93;-101;-99;-100;-98;-99;-99;-96
2016-08-08T18:02:09.623Z;-79;-95;-97;-101;-99;-98;-85;-96;-101;-102;-99;-96;-98;-99;-101;-100
2016-08-08T18:02:12.271Z;-69;-69;-95;-94;-97;-100;-97;-96;-101;-99;-101;-98;-97;-100;-99;-99
2016-08-08T18:02:14.919Z;-70;-93;-91;-93;-90;-93;-94;-101;-96;-98;-98;-91;-96;-100;-101;-100
2016-08-08T18:02:17.567Z;-68;-93;-83;-95;-90;-95;-78;-85;-98;-98;-98;-89;-91;-99;-101;-98
2016-08-08T18:02:20.216Z;-67;-92;-94;-83;-95;-97;-98;-101;-97;-101;-96;-96;-98;-99;-99;-98
2016-08-08T18:02:22.870Z;-68;-87;-88;-95;-100;-92;-87;-94;-98;-97;-98;-96;-92;-95;-98;-98
2016-08-08T18:02:25.512Z;-68;-89;-92;-92;-96;-93;-97;-98;-97;-102;-98;-100;-97;-97;-101;-101
2016-08-08T18:02:28.161Z;-70;-87;-85;-94;-91;-96;-90;-92;-100;-100;-98;-96;-93;-96;-102;-101
2016-08-08T18:02:30.809Z;-67;-90;-83;-96;-100;-92;-87;-98;-95;-99;-96;-98;-93;-98;-100;-100
2016-08-08T18:02:33.458Z;-67;-64;-67;-92;-97;-94;-90;-92;-94;-101;-98;-95;-99;-97;-97;-98
2016-08-08T18:02:36.106Z;-69;-95;-88;-95;-94;-94;-98;-99;-100;-99;-97;-97;-96;-100;-97;-100
2016-08-08T18:02:38.754Z;-69;-93;-94;-91;-92;-89;-79;-92;-98;-102;-99;-93;-96;-95;-101;-97
2016-08-08T18:02:41.403Z;-67;-94;-94;-94;-90;-90;-95;-95;-94;-99;-98;-98;-96;-99;-99;-99
2016-08-08T18:02:44.051Z;-66;-93;-92;-93;-91;-81;-96;-96;-101;-101;-99;-98;-100;-97;-100;-99
2016-08-08T18:02:46.699Z;-69;-91;-93;-92;-87;-96;-89;-93;-101;-101;-100;-98;-96;-99;-99;-97
2016-08-08T18:02:49.348Z;-69;-95;-91;-92;-94;-90;-93;-96;-97;-97;-95;-94;-96;-100;-94;-98
2016-08-08T18:02:51.996Z;-67;-86;-92;-96;-94;-95;-93;-97;-101;-101;-99;-91;-93;-97;-100;-99
2016-08-08T18:02:54.644Z;-68;-67;-93;-96;-99;-98;-95;-88;-100;-101;-99;-97;-88;-95;-97;-99
2016-08-08T18:02:57.293Z;-70;-97;-93;-98;-100;-96;-90;-100;-96;-97;-99;-97;-96;-99;-98;-99
2016-08-08T18:02:59.941Z;-70;-91;-92;-90;-95;-93;-86;-97;-100;-101;-94;-89;-95;-98;-99;-98
2016-08-08T18:03:02.589Z;-70;-90;-79;-81;-90;-90;-98;-93;-99;-101;-97;-96;-95;-95;-100;-98
2016-08-08T18:03:05.237Z;-68;-95;-90;-98;-94;-95;-95;-88;-98;-98;-93;-96;-93;-99;-100;-99
2016-08-08T18:03:07.887Z;-69;-85;-93;-97;-101;-96;-91;-97;-98;-100;-98;-98;-96;-95;-100;-98
2016-08-08T18:03:10.535Z;-69;-88;-92;-90;-97;-93;-91;-86;-99;-98;-100;-97;-95;-98;-99;-101
2016-08-08T18:03:13.183Z;-70;-98;-90;-94;-88;-99;-100;-101;-99;-100;-97;-100;-94;-98;-98;-99
2016-08-08T18:03:15.832Z;-68;-88;-77;-98;-94;-91;-92;-97;-99;-102;-100;-96;-98;-100;-101;-98
2016-08-08T18:03:18.480Z;-66;-90;-87;-90;-83;-80;-94;-97;-91;-102;-99;-98;-98;-99;-97;-96
2016-08-08T18:03:21.128Z;-67;-82;-95;-93;-95;-95;-96;-101;-101;-99;-98;-96;-99;-100;-94;-100
2016-08-08T18:03:23.776Z;-68;-71;-61;-84;-89;-99;-96;-92;-84;-97;-98;-97;-96;-95;-96;-97
2016-08-08T18:03:26.425Z;-71;-92;-93;-90;-92;-97;-99;-99;-95;-99;-97;-94;-93;-100;-101;-98
2016-08-08T18:03:29.073Z;-71;-92;-85;-93;-95;-86;-91;-99;-97;-100;-97;-97;-97;-100;-100;-101
2016-08-08T18:03:31.722Z;-70;-91;-90;-93;-98;-98;-96;-89;-99;-101;-101;-96;-95;-99;-100;-102
2016-08-08T18:03:34.370Z;-70;-89;-90;-89;-96;-99;-93;-91;-96;-93;-79;-83;-82;-87;-99;-97
2016-08-08T18:03:37.018Z;-66;-87;-82;-80;-97;-91;-93;-91;-100;-100;-99;-97;-99;-98;-97;-100
2016-08-08T18:03:39.667Z;-65;-92;-84;-97;-90;-78;-84;-84;-93;-101;-97;-97;-98;-100;-100;-101
2016-08-08T18:03:42.316Z;-65;-82;-74;-94;-98;-88;-93;-97;-96;-99;-99;-100;-94;-99;-101;-99
2016-08-08T18:03:44.964Z;-66;-57;-64;-91;-98;-100;-94;-101;-98;-99;-95;-92;-94;-100;-101;-101
2016-08-08T18:03:47.612Z;-66;-94;-87;-96;-97;-101;-100;-95;-94;-100;-97;-97;-97;-98;-100;-101
2016-08-08T18:03:50.260Z;-66;-94;-95;-97;-91;-93;-96;-90;-93;-101;-98;-95;-99;-97;-100;-99
2016-08-08T18:03:52.909Z;-66;-97;-92;-99;-97;-86;-91;-94;-89;-101;-99;-95;-94;-100;-101;-96
2016-08-08T18:03:55.557Z;-70;-89;-77;-97;-96;-93;-80;-92;-92;-98;-99;-93;-96;-95;-99;-100
2016-08-08T18:03:58.205Z;-72;-91;-87;-96;-94;-93;-93;-95;-98;-101;-98;-95;-98;-101;-100;-99
2016-08-08T18:04:00.853Z;-67;-87;-88;-93;-89;-96;-97;-99;-97;-100;-96;-99;-97;-95;-101;-98
2016-08-08T18:04:03.502Z;-68;-85;-85;-88;-90;-93;-95;-93;-92;-93;-99;-98;-95;-100;-100;-99
2016-08-08T18:04:06.151Z;-73;-71;-52;-88;-95;-97;-94;-89;-95;-101;-98;-97;-97;-99;-99;-101
2016-08-08T18:04:08.799Z;-73;-89;-88;-95;-94;-98;-79;-92;-94;-100;-100;-95;-96;-95;-96;-101
2016-08-08T18:04:11.448Z;-69;-78;-89;-90;-94;-101;-97;-97;-97;-99;-101;-99;-95;-101;-101;-101
2016-08-08T18:04:14.096Z;-70;-95;-91;-97;-89;-86;-98;-100;-93;-101;-101;-98;-97;-99;-102;-99
2016-08-08T18:04:16.744Z;-71;-77;-89;-88;-99;-97;-96;-84;-99;-101;-101;-98;-96;-98;-99;-100
2016-08-08T18:04:19.392Z;-67;-60;-71;-82;-100;-99;-95;-100;-99;-96;-99;-97;-97;-98;-98;-97
2016-08-08T18:04:22.041Z;-72;-89;-96;-95;-94;-91;-95;-92;-97;-100;-100;-93;-97;-96;-101;-99
2016-08-08T18:04:24.689Z;-69;-96;-92;-92;-94;-98;-101;-87;-91;-100;-99;-97;-94;-97;-101;-99
2016-08-08T18:04:27.337Z;-66;-89;-95;-88;-89;-92;-99;-93;-97;-101;-100;-98;-95;-102;-101;-98
2016-08-08T18:04:29.987Z;-66;-89;-88;-95;-93;-94;-88;-88;-95;-101;-97;-98;-94;-101;-98;-98
2016-08-08T18:04:32.634Z;-69;-91;-88;-97;-96;-95;-89;-98;-92;-100;-100;-95;-98;-98;-98;-97
2016-08-08T18:04:35.283Z;-67;-88;-96;-92;-96;-99;-99;-94;-91;-101;-100;-100;-99;-96;-101;-97
2016-08-08T18:04:37.934Z;-76;-89;-91;-91;-89;-92;-94;-98;-92;-98;-96;-100;-96;-99;-99;-99
2016-08-08T18:04:40.580Z;-69;-70;-93;-96;-96;-87;-99;-99;-88;-102;-100;-98;-97;-97;-101;-100
2016-08-08T18:04:43.228Z;-71;-93;-96;-98;-95;-95;-94;-93;-92;-96;-95;-93;-95;-99;-101;-98
2016-08-08T18:04:45.878Z;-68;-93;-92;-92;-97;-95;-89;-86;-100;-98;-96;-96;-96;-99;-101;-100
2016-08-08T18:04:48.524Z;-67;-89;-87;-83;-87;-99;-92;-96;-95;-91;-98;-99;-98;-96;-100;-99
2016-08-08T18:04:51.173Z;-66;-99;-86;-94;-93;-93;-94;-99;-96;-98;-97;-95;-97;-101;-99;-97
2016-08-08T18:04:53.821Z;-65;-97;-89;-99;-97;-92;-91;-93;-96;-102;-99;-99;-98;-97;-99;-97
2016-08-08T18:04:56.470Z;-68;-86;-96;-93;-94;-97;-98;-97;-97;-100;-99;-98;-100;-95;-101;-96
2016-08-08T18:04:59.118Z;-66;-95;-94;-90;-79;-89;-98;-89;-98;-102;-98;-99;-95;-98;-100;-101
2016-08-08T18:05:01.767Z;-66;-56;-67;-86;-93;-94;-101;-90;-97;-100;-98;-96;-96;-98;-100;-100
2016-08-08T18:05:04.415Z;-67;-86;-93;-95;-94;-97;-95;-99;-99;-97;-96;-97;-97;-97;-101;-98
2016-08-08T18:05:07.063Z;-66;-96;-95;-99;-98;-96;-97;-97;-95;-99;-96;-98;-97;-97;-101;-98
2016-08-08T18:05:09.712Z;-64;-96;-96;-93;-96;-99;-99;-97;-97;-101;-101;-99;-98;-100;-98;-100
2016-08-08T18:05:12.360Z;-65;-89;-84;-81;-91;-92;-97;-100;-100;-102;-97;-99;-98;-100;-100;-98
2016-08-08T18:05:15.009Z;-65;-99;-91;-93;-96;-94;-87;-93;-91;-102;-96;-96;-95;-99;-99;-101
2016-08-08T18:05:17.657Z;-65;-93;-95;-90;-96;-99;-99;-99;-90;-101;-99;-97;-97;-98;-99;-98
2016-08-08T18:05:20.306Z;-66;-93;-94;-97;-89;-98;-96;-100;-97;-102;-99;-91;-101;-97;-100;-101
2016-08-08T18:05:22.963Z;-68;-64;-80;-89;-97;-99;-86;-93;-93;-99;-101;-99;-95;-95;-97;-98
2016-08-08T18:05:25.602Z;-65;-94;-92;-96;-90;-98;-92;-81;-91;-96;-98;-95;-97;-98;-102;-101
2016-08-08T18:05:28.251Z;-64;-98;-93;-98;-99;-95;-98;-98;-98;-101;-97;-96;-95;-100;-100;-101
2016-08-08T18:05:30.899Z;-98;-89;-88;-91;-97;-96;-93;-98;-95;-101;-100;-98;-96;-100;-98;-93
2016-08-08T18:05:33.547Z;-93;-96;-91;-88;-83;-99;-97;-95;-94;-96;-99;-99;-99;-98;-97;-95
2016-08-08T18:05:36.195Z;-97;-94;-92;-84;-90;-91;-99;-98;-95;-101;-98;-97;-96;-97;-101;-97
2016-08-08T18:05:38.843Z;-93;-88;-78;-93;-95;-81;-85;-83;-91;-92;-94;-95;-96;-99;-99;-98
2016-08-08T18:05:41.493Z;-98;-93;-90;-93;-98;-97;-96;-89;-97;-99;-99;-96;-95;-99;-100;-100
2016-08-08T18:05:44.141Z;-66;-68;-59;-95;-98;-91;-87;-88;-95;-101;-99;-98;-98;-99;-100;-99
2016-08-08T18:05:46.789Z;-71;-93;-97;-94;-94;-99;-101;-97;-94;-100;-99;-100;-92;-100;-96;-97
2016-08-08T18:05:49.437Z;-63;-92;-95;-99;-87;-98;-101;-100;-100;-101;-96;-99;-99;-99;-96;-97
2016-08-08T18:05:52.085Z;-68;-94;-89;-95;-88;-92;-87;-95;-98;-99;-99;-97;-96;-99;-102;-101
2016-08-08T18:05:54.734Z;-68;-94;-88;-91;-99;-96;-97;-99;-93;-98;-101;-92;-95;-98;-98;-97
2016-08-08T18:05:57.382Z;-64;-86;-89;-90;-96;-94;-99;-94;-99;-102;-98;-98;-94;-98;-100;-98
2016-08-08T18:06:00.039Z;-73;-89;-92;-93;-90;-96;-94;-95;-98;-101;-94;-99;-97;-96;-100;-100
2016-08-08T18:06:02.679Z;-59;-78;-80;-79;-86;-97;-97;-100;-98;-100;-99;-95;-95;-98;-102;-98
2016-08-08T18:06:05.328Z;-60;-50;-61;-95;-98;-95;-96;-91;-99;-102;-87;-85;-88;-91;-99;-101
2016-08-08T18:06:07.976Z;-66;-95;-96;-92;-97;-99;-96;-94;-91;-96;-96;-95;-95;-98;-102;-97
2016-08-08T18:06:10.624Z;-64;-93;-94;-90;-96;-100;-94;-93;-99;-99;-100;-96;-96;-98;-99;-100
2016-08-08T18:06:13.273Z;-64;-86;-90;-87;-85;-92;-95;-100;-98;-101;-97;-96;-98;-99;-100;-100
2016-08-08T18:06:15.921Z;-68;-93;-87;-94;-91;-79;-86;-70;-87;-99;-99;-95;-95;-98;-97;-99
2016-08-08T18:06:18.570Z;-65;-86;-90;-91;-97;-92;-88;-82;-84;-95;-99;-99;-97;-95;-97;-99
2016-08-08T18:06:21.218Z;-68;-92;-89;-92;-97;-92;-80;-84;-89;-99;-99;-94;-94;-94;-100;-95
2016-08-08T18:06:23.866Z;-68;-89;-92;-92;-86;-94;-98;-95;-94;-101;-99;-99;-99;-95;-99;-100
2016-08-08T18:06:26.514Z;-65;-77;-58;-85;-94;-82;-85;-96;-99;-100;-96;-90;-95;-99;-102;-97
2016-08-08T18:06:29.163Z;-69;-87;-93;-98;-89;-95;-93;-99;-98;-101;-100;-98;-95;-98;-98;-96
2016-08-08T18:06:31.811Z;-71;-98;-96;-96;-98;-98;-97;-99;-100;-102;-101;-98;-93;-95;-99;-100
2016-08-08T18:06:34.459Z;-63;-91;-73;-89;-92;-100;-90;-96;-98;-101;-99;-97;-97;-97;-100;-97
2016-08-08T18:06:37.108Z;-77;-93;-96;-98;-94;-93;-95;-98;-99;-101;-99;-95;-92;-92;-93;-98
2016-08-08T18:06:39.756Z;-76;-94;-89;-95;-97;-94;-90;-96;-97;-98;-100;-98;-93;-93;-100;-100
2016-08-08T18:06:42.405Z;-66;-88;-90;-93;-95;-99;-92;-90;-98;-101;-99;-90;-95;-89;-101;-100
2016-08-08T18:06:45.054Z;-68;-93;-91;-92;-94;-94;-95;-92;-99;-100;-99;-94;-93;-95;-100;-101
2016-08-08T18:06:47.701Z;-72;-82;-61;-83;-89;-100;-98;-99;-99;-99;-99;-100;-98;-98;-101;-96
2016-08-08T18:06:50.350Z;-75;-86;-90;-99;-96;-92;-100;-100;-100;-100;-97;-96;-95;-99;-98;-101
2016-08-08T18:06:53.000Z;-69;-90;-97;-97;-96;-87;-95;-94;-98;-101;-100;-94;-98;-90;-95;-99
2016-08-08T18:06:55.646Z;-66;-91;-93;-97;-88;-89;-89;-92;-99;-98;-101;-98;-96;-93;-100;-101
2016-08-08T18:06:58.295Z;-67;-88;-95;-97;-98;-96;-90;-100;-92;-99;-99;-99;-97;-98;-99;-99
2016-08-08T18:07:00.943Z;-70;-95;-95;-88;-91;-100;-99;-87;-97;-99;-97;-100;-100;-97;-100;-98
2016-08-08T18:07:03.591Z;-72;-94;-89;-95;-92;-88;-92;-97;-98;-97;-99;-94;-95;-101;-99;-100
2016-08-08T18:07:06.240Z;-68;-92;-71;-94;-93;-94;-91;-94;-99;-101;-98;-96;-96;-96;-98;-99
2016-08-08T18:07:08.888Z;-72;-68;-51;-91;-96;-94;-96;-96;-96;-100;-100;-100;-99;-99;-97;-98
2016-08-08T18:07:11.537Z;-67;-94;-94;-93;-85;-94;-100;-99;-81;-99;-96;-95;-99;-97;-101;-100
2016-08-08T18:07:14.185Z;-68;-86;-94;-91;-95;-93;-90;-93;-98;-100;-99;-93;-98;-98;-101;-99
2016-08-08T18:07:16.833Z;-71;-97;-94;-91;-95;-97;-96;-96;-97;-102;-97;-99;-95;-99;-101;-100
2016-08-08T18:07:19.482Z;-69;-95;-82;-96;-96;-95;-96;-100;-100;-99;-99;-97;-97;-100;-98;-97
2016-08-08T18:07:22.130Z;-69;-94;-98;-95;-99;-100;-95;-97;-99;-99;-97;-98;-93;-98;-98;-98
2016-08-08T18:07:24.778Z;-70;-93;-91;-98;-94;-99;-87;-90;-96;-97;-98;-96;-97;-95;-100;-102
2016-08-08T18:07:27.427Z;-67;-91;-76;-91;-94;-88;-91;-98;-101;-102;-98;-93;-90;-100;-101;-101
2016-08-08T18:07:30.075Z;-68;-73;-62;-91;-101;-98;-89;-94;-92;-101;-98;-96;-97;-96;-101;-99
2016-08-08T18:07:32.723Z;-67;-94;-96;-90;-84;-96;-93;-92;-100;-97;-98;-95;-95;-100;-98;-99
2016-08-08T18:07:35.371Z;-97;-91;-95;-96;-93;-90;-100;-99;-98;-99;-100;-92;-100;-99;-97;-99
2016-08-08T18:07:38.021Z;-91;-83;-98;-96;-96;-98;-90;-98;-93;-97;-97;-94;-95;-94;-97;-101
2016-08-08T18:07:40.668Z;-97;-99;-79;-97;-97;-96;-96;-95;-100;-100;-99;-96;-95;-99;-100;-95
2016-08-08T18:07:43.317Z;-92;-89;-92;-94;-94;-90;-89;-98;-99;-100;-97;-95;-97;-99;-101;-100
2016-08-08T18:07:45.965Z;-97;-97;-97;-95;-93;-101;-99;-98;-93;-100;-95;-99;-98;-99;-101;-99
2016-08-08T18:07:48.614Z;-95;-85;-93;-92;-92;-90;-89;-100;-97;-99;-100;-99;-96;-95;-99;-101
2016-08-08T18:07:51.262Z;-88;-57;-59;-88;-90;-91;-88;-98;-97;-100;-96;-93;-95;-94;-97;-99
2016-08-08T18:07:53.910Z;-97;-88;-83;-89;-96;-91;-96;-90;-95;-100;-98;-97;-98;-96;-100;-97
2016-08-08T18:07:56.558Z;-94;-91;-90;-90;-87;-98;-94;-99;-101;-101;-98;-95;-94;-100;-101;-98
2016-08-08T18:07:59.207Z;-94;-81;-76;-95;-89;-98;-86;-101;-100;-101;-98;-99;-96;-99;-100;-98
2016-08-08T18:08:01.856Z;-94;-97;-91;-89;-81;-89;-96;-98;-100;-101;-100;-96;-94;-100;-97;-100
2016-08-08T18:08:04.504Z;-98;-96;-94;-98;-99;-90;-92;-91;-98;-99;-97;-94;-96;-99;-100;-97
2016-08-08T18:08:07.152Z;-84;-85;-88;-94;-99;-101;-92;-96;-99;-102;-97;-98;-96;-95;-98;-99
2016-08-08T18:08:09.800Z;-95;-85;-92;-92;-92;-96;-98;-96;-97;-100;-99;-96;-96;-99;-99;-100
2016-08-08T18:08:12.449Z;-88;-50;-73;-88;-93;-91;-87;-77;-98;-101;-99;-95;-92;-99;-101;-101
